Gene_id,CTRL1,CTRL2,CTRL3,EVE1,EVE2,EVE3,description
TC000500,8,9,10,11,9,6,Antimicrobial peptide 
TC030482,1,0,3,0,1,3,Antimicrobial peptide 
TC001075,5,3,6,10,7,13,Tubulin polyglutamylase ttll6-like Protein 
TC000498,0,0,0,0,0,0,None
TC032161,1189,1139,1279,1133,1622,1126,Serine protease easter-like Protein 
TC032162,48,28,34,48,54,41,Serine protease easter-like Protein 
TC000495,3720,3193,3281,4690,5337,3619,Serine protease P8 
TC032163,591,709,641,580,755,504,Serine protease easter-like Protein 
TC000494,37,35,31,20,37,44,Serine protease P7 
TC000493,0,1,0,0,0,0,None
TC030998,1133,1250,1080,930,966,862,Headcase protein-like Protein 
TC000492,66,100,88,107,83,64,None
TC001077,0,0,1,0,0,0,None
TC001078,2,1,0,0,0,0,None
TC001079,2,3,1,1,0,1,None
TC001080,1,0,1,0,0,1,None
TC000491,1,0,0,0,1,1,None
TC000490,0,1,1,0,0,0,None
TC000489,2,1,0,3,2,0,None
TC032164,560,610,537,633,539,444,None
TC000488,0,1,1,0,0,0,None
TC001082,0,0,0,1,0,0,None
TC001083,199,243,253,296,299,365,None
TC000487,24634,24801,25144,26552,28278,29309,Heat shock 70 kDa protein cognate 5-like Protein 
TC001084,4888,5394,5114,6422,5802,6285,Protein spartin-like Protein 
TC001085,302,302,329,359,258,334,Phosphatidate phosphatase PPAPDC1A-like Protein 
TC034560,1,1,1,1,1,1,"Acylpyruvase FAHD1, mitochondrial-like protein "
TC001086,10447,12083,11072,12824,12123,13412,Supernumerary limbs 
TC032165,3702,4036,4125,4472,3965,4193,Nucleoporin Ndc1-like Protein 
TC030999,2745,2795,2871,3074,2878,3053,Suppressor of fused homolog-like Protein 
TC001087,5574,6434,5790,5998,4970,5992,Leucine-rich repeat serine/threonine-protein kinase 1-like Protein 
TC000483,8,6,3,3,11,5,Homeobox protein not2-like Protein 
TC001088,1047,1094,1047,794,753,543,Cardioactive peptide-like Protein 
TC000482,1747,1626,1780,1926,1865,2127,tRNA (Adenine(58)-N(1))-methyltransferase catalytic subunit TRMT61A-like Protein 
TC000481,14834,15662,15504,15740,15922,16859,Dosage compensation regulator-like Protein 
TC000480,8,10,10,9,19,18,Neurocalcin homolog-like Protein 
TC001089,5192,5737,5819,6437,6363,6735,ATP-dependent RNA helicase p62-like Protein 
TC001090,26,20,26,40,34,36,None
TC000479,476,563,453,433,418,397,None
TC000478,2936,3066,3079,3376,3416,3663,WD repeat-containing protein 36-like Protein 
TC001091,1878,1878,1928,2010,2073,2034,Transmembrane emp24 domain-containing protein 5-like Protein 
TC000477,4596,5046,4971,5787,5295,6168,Uncharacterized protein CG1785-like Protein 
TC000476,28764,27545,29509,31051,31021,28028,Ferritin 
TC001092,29262,29557,30399,33219,31443,28348,Ferritin 
TC001093,4127,3850,4105,4321,4220,4557,Poly(ADP-ribose) glycohydrolase ARH3-like Protein 
TC001094,0,0,0,0,0,0,Guanine nucleotide-binding protein subunit gamma-1-like Protein 
TC000475,5056,5172,5587,6070,6019,5709,Cell death activator CIDE-A-like Protein 
TC000474,25,14,11,14,27,24,"D-beta-hydroxybutyrate dehydrogenase, mitochondrial-like Protein "
TC001095,1,1,0,2,1,3,None
TC000473,0,0,0,1,0,0,None
TC032166,2,1,5,2,1,1,None
TC000472,0,0,0,0,0,2,None
TC032167,10,8,13,7,10,13,None
TC000471,0,0,0,0,0,0,None
TC000470,64,85,73,47,68,38,Sine oculis-binding protein 
TC001097,15,14,30,25,17,24,LYR motif-containing protein 2-like Protein 
TC000469,1135,1078,1058,1181,1189,1246,Membrane-bound transcription factor site-2 protease-like Protein 
TC001098,6368,6523,6650,7922,7346,7808,Prefoldin subunit 3 
TC000468,3183,3149,3071,3158,3158,3566,c-Myc-binding protein homolog-like Protein 
TC001099,1105,1119,1046,1285,1172,1218,None
TC001100,5094,5283,5344,5448,5020,5698,Protein will die slowly-like Protein 
TC000467,1578,1481,1505,1711,1610,1940,Tubulin-folding cofactor B-like Protein 
TC001101,3721,3947,3874,4353,4271,4813,RNA helicase 
TC000466,2897,3067,3145,3506,3142,3386,Oxygen-dependent coproporphyrinogen-III oxidase-like Protein 
TC032168,545,586,522,430,447,583,None
TC000465,0,0,0,0,0,0,None
TC032169,1494,1755,1574,1340,1181,1302,Lethal(2) giant larvae protein-like Protein 
TC032170,1973,2367,2020,2176,1611,2023,Syntaxin-binding protein 5-like Protein 
TC000463,6021,5920,6370,6883,6264,6454,CAAX prenyl protease 1 homolog-like Protein 
TC001103,27730,28460,29299,27760,28618,28102,Eukaryotic translation initiation factor 2 subunit 3-like Protein 
TC000462,8044,8069,9074,9460,9404,9030,Oligomycin sensitivity-conferring protein 
TC001104,4266,4418,4465,4463,4322,4627,Cullin homolog 1-like Protein 
TC001105,1394,1471,1481,1406,1474,1503,Protein downstream neighbor of son homolog-like Protein 
TC032171,498,544,544,643,568,586,None
TC001106,41,29,38,21,56,73,Metabotropic glutamate receptor-like Protein 
TC000461,151,149,129,145,149,169,Major facilitator superfamily domain-containing protein 6-like Protein 
TC000460,14,12,20,21,31,40,None
TC000459,9044,9202,9377,12887,10796,10981,None
TC000458,3432,4057,3928,4210,3651,4219,Sorting nexin 
TC001107,2973,3188,3134,3106,2914,3270,Exocyst complex component 1-like Protein 
TC000457,1209,1334,1243,1371,1264,1335,None
TC001108,9158,8946,8815,10098,9857,10127,Endoribonuclease Dicer-like Protein 
TC000456,4752,4688,4572,4741,4850,4805,Microfibrillar-associated protein 1-like Protein 
TC000455,1,2,0,1,1,1,None
TC000454,2,1,1,0,2,2,None
TC001109,39109,41904,39652,31976,33646,34929,"Spectrin beta chain, non-erythrocytic 5-like Protein "
TC000453,6515,6266,6885,8013,7277,7609,None
TC032172,4981,5429,5352,5560,4766,5729,None
TC030424,189,217,217,246,142,249,Odorant receptor 310 
TC001110,3,11,6,14,6,7,Polycystic kidney disease 2 
TC032173,977,1040,960,1197,1047,1256,None
TC000451,3128,3303,3132,3044,3259,3785,None
TC000450,1,2,2,1,2,2,None
TC001111,5,9,6,3,8,3,Nucleoside diphosphate kinase homolog 5-like Protein 
TC000449,34780,35819,33602,36208,37324,35638,Prosaposin-like Protein 
ENSRNA022735212,0,1,0,1,0,0,tRNA-Val for anticodon AAC
TC000448,0,0,0,0,0,0,None
TC032174,91,69,118,55,31,23,Pituitary homeobox homolog Ptx1-like Protein 
TC000447,0,0,0,0,1,0,None
TC032175,18,25,18,22,7,8,None
TC000446,46,62,53,117,95,121,Adiponectin receptor protein-like Protein 
ENSRNA022735223,0,1,0,0,0,0,tRNA-Val for anticodon AAC
TC000445,4,4,5,3,11,11,None
TC000444,102,127,114,102,119,77,Acetyl-coenzyme A synthetase-like Protein 
TC000443,22844,23747,24210,28537,27036,27733,Effete 
TC001114,63,103,75,124,129,124,None
TC000442,69,95,71,108,76,141,None
TC001115,32,27,36,30,40,43,None
TC001116,12,15,11,20,20,28,Beta-hexosaminidase 
TC000441,518,508,478,468,522,506,Tailless 
ENSRNA022735465,0,0,0,0,0,0,tRNA-Tyr for anticodon GUA
TC000440,4753,5203,4858,8149,5710,5369,None
TC001117,2,0,3,1,0,0,None
TC001118,636,886,882,651,887,768,None
TC001119,372,528,489,502,505,563,None
TC001120,3860,4512,4648,6950,7643,9927,None
TC001121,204,363,330,230,238,351,None
TC034561,63,70,67,71,91,136,Putative inorganic phosphate cotransporter-like protein 
ENSRNA022735451,0,0,0,0,0,0,tRNA-Leu for anticodon AAG
TC031000,4758,4936,4723,4564,4439,4238,None
ENSRNA022735241,0,0,1,1,0,0,tRNA-Val for anticodon AAC
ENSRNA022735253,4,1,2,2,2,1,tRNA-Leu for anticodon AAG
ENSRNA022735267,19,17,12,8,14,10,tRNA-Gln for anticodon UUG
ENSRNA022735279,11,13,3,5,7,5,tRNA-Gln for anticodon UUG
ENSRNA022735289,8,12,15,7,9,11,tRNA-Gln for anticodon CUG
TC001125,797,806,759,975,764,829,None
TC001126,56,60,37,22,30,24,None
TC001128,9404,9693,10011,10091,9492,9228,None
TC000437,86,138,74,29,55,49,None
TC001127,2,1,0,0,2,1,None
TC001129,2969,3470,2689,3905,2964,3744,Cadherin 23 
TC030651,85,137,168,148,152,187,None
TC032176,1199,1280,1286,1463,1497,1465,None
TC032177,2797,2900,2897,3240,2984,3099,None
TC032178,15,7,15,16,12,62,ETS translocation variant 1-like Protein 
TC001133,1238,1426,1399,1344,1215,1271,None
TC000435,1009,943,962,795,894,698,None
TC000434,4705,4935,5030,5170,5089,5367,"39S ribosomal protein L2, mitochondrial-like Protein "
TC001134,1756,1961,1922,2164,1703,2036,U11/U12 small nuclear ribonucleoprotein 48 kDa protein-like Protein 
TC000433,35,38,45,59,63,26,None
TC001135,8394,8522,8354,7995,8018,8098,DmX-like protein 2 
TC032179,415,412,399,393,335,396,None
ENSRNA022735302,1,1,0,0,0,0,tRNA-Leu for anticodon AAG
TC000432,279,560,475,1146,1073,2904,Protein takeout-like Protein 
TC000431,15,15,20,20,28,97,Calponin 
TC001139,168,141,210,177,276,353,Calponin 
TC000430,3738,4105,3923,3855,3238,3648,Mitogen-activated protein kinase kinase kinase 15-like Protein 
TC000429,0,1,0,0,1,0,None
TC001140,0,0,0,0,0,0,None
TC001141,8,2,13,4,6,3,None
TC000428,0,0,0,0,0,0,None
TC001142,8000,8484,8348,8431,7734,8164,KAT8 regulatory NSL complex subunit 3-like Protein 
TC032180,482,488,471,437,342,354,Crossover junction endonuclease EME1-like Protein 
TC034562,0,0,2,0,2,1,None
TC000426,0,0,0,0,0,0,Odorant binding protein C18 
TC001143,11,6,5,7,2,5,Venom allergen 3-like Protein 
TC000425,4971,5298,5424,5312,4834,5248,None
TC001144,1690,1745,1828,2029,1864,1920,"39S ribosomal protein L46, mitochondrial-like Protein "
TC032181,3,0,7,4,3,4,Tyrosine-protein kinase Src64B-like Protein 
TC032182,0,6,2,2,4,0,None
TC000424,6,14,7,6,7,10,Homeobox protein B-H1-like Protein 
TC000423,6271,6844,6595,8183,7345,7342,Chaoptin-like Protein 
TC001146,3214,3277,3184,3608,3675,3900,None
TC031001,5696,6019,6064,4302,3974,4071,Sterile alpha motif domain-containing protein 5-like Protein 
TC000421,1,2,0,4,0,5,None
TC000420,0,0,0,2,1,1,None
TC001147,0,0,0,0,0,0,None
TC000418,5502,5953,6280,6238,6455,6161,None
TC032183,1393,1599,1797,1830,1939,1646,None
TC000415,135,147,156,177,159,230,None
TC032184,4654,4947,4823,4620,4653,4075,Disintegrin and metalloproteinase domain-containing protein 10-like Protein 
TC000412,7784,8031,8582,8318,8243,8698,Abl interactor 2-like Protein 
TC000411,7859,8482,7992,9864,9290,9322,Cytochrome P450 304E1 
TC032185,158,142,146,264,255,243,None
TC032186,5,3,13,3,12,10,None
TC000408,1016,1032,1084,1084,1047,1084,Decaprenyl-diphosphate synthase subunit 1-like Protein 
TC001148,1422,1386,1583,1520,1626,1562,"39S ribosomal protein L32, mitochondrial-like Protein "
TC000407,1592,1604,1514,1740,1614,1804,None
TC001149,5,2,3,6,6,12,Ras-related protein Rab-3-like Protein 
TC032187,58,64,75,73,82,95,Serine/threonine-protein kinase Nek8-like Protein 
TC000406,492,561,483,615,492,596,None
TC000405,1010,1031,1034,1021,1054,1156,LDLR chaperone boca-like Protein 
TC031002,0,0,0,0,0,0,Mitotic-spindle organizing protein 1-like Protein 
TC032188,2007,2186,2083,2138,2126,2165,None
TC031003,1169,1226,1160,1324,1060,1207,None
TC000403,857,1008,1002,1254,735,938,Branched-chain-amino-acid aminotransferase 
TC001151,932,856,892,1178,946,1060,"Succinate dehydrogenase assembly factor 2, mitochondrial "
TC001152,1572,1440,1704,1665,2084,2009,Protein lethal(2)essential for life-like Protein 
TC000402,1444,1464,1465,1225,1006,1021,"Ankyrin repeat, SAM and basic leucine zipper domain-containing protein 1-like Protein "
TC032189,38188,40194,38262,41666,45530,47472,Fat-like cadherin-related tumor suppressor homolog 
TC032190,19813,21164,19393,13964,22195,21823,Fat-like cadherin-related tumor suppressor homolog 
TC000400,0,2,7,4,5,1,None
TC032191,101,94,97,57,110,86,None
TC000399,1,2,2,2,2,0,Protein Malvolio-like Protein 
TC000398,1,0,0,0,0,3,None
TC001154,0,1,0,0,2,1,None
TC000397,28,40,37,29,49,41,None
TC000396,102,103,88,94,138,176,Transmembrane and TPR repeat-containing protein CG4050-like Protein 
TC001155,1,0,0,0,1,0,None
TC032192,22,16,25,31,37,50,None
TC001157,16,8,13,9,13,17,Serine protease P23 
TC032193,13,8,15,10,13,13,Trypsin epsilon-like Protein 
TC031004,250,232,272,233,278,239,Transmembrane protease serine 9-like Protein 
TC000395,1058,1127,951,984,812,718,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase-like Protein "
TC001160,27,39,25,19,20,35,Venom acid phosphatase Acph-1-like Protein 
TC001161,254,234,236,378,172,209,Venom acid phosphatase Acph-1-like Protein 
TC001162,1153,1237,1344,1408,1061,1414,Venom acid phosphatase Acph-1-like Protein 
TC000394,608,626,650,1188,1116,1496,Nicotinic acetylcholine receptor subunit alpha4 
TC001164,43,37,43,27,22,30,Homeobox protein invected-like Protein 
TC000393,458,566,553,442,399,484,Synaptic vesicle glycoprotein 2B-like Protein 
TC001165,237,306,211,199,206,173,Membrane-associated transporter protein-like Protein 
TC000392,2,4,1,1,2,0,None
TC000391,1834,1723,1653,1577,1500,1452,Tetratricopeptide repeat protein 21B-like Protein 
TC001166,786,810,828,896,700,742,Putative isoaspartyl peptidase/L-asparaginase CG7860-like Protein 
TC032194,1123,1251,1289,1192,970,1198,Zinc finger protein 221-like Protein 
TC001167,50,61,52,58,67,72,Sulfiredoxin 
TC000388,2367,2553,2581,2850,2628,2941,Cyclic AMP-dependent transcription factor ATF-6 beta-like Protein 
TC032195,4658,5245,5232,5872,5361,5356,CCR4-NOT transcription complex subunit 6-like Protein 
TC001168,61,75,61,85,76,65,None
TC030776,19876,20897,20330,24462,22276,24370,Ubiquitin-conjugating enzyme E2Q-like protein CG4502 
TC032196,48,49,54,42,45,55,Putative chitinase 3-like Protein 
TC032197,79870,96384,90314,124751,120410,143813,None
TC000385,2530,2873,2620,2971,2737,2880,Hemipterous 
TC000383,1091,1075,1125,1284,1030,1128,Zinc finger protein 2 homolog-like Protein 
TC000384,0,0,0,0,0,0,RING-box protein 1A-like Protein 
TC000382,18074,19496,19192,18908,19350,19746,None
TC001170,465,428,442,394,427,501,None
TC032198,9193,10528,10091,9863,7921,9196,Poly(U)-binding-splicing factor half pint-like Protein 
TC032199,141,156,159,148,105,124,None
TC001171,3852,3928,3972,4477,4010,4188,None
TC000380,3243,3197,3422,3376,3350,3553,SET and MYND domain-containing protein 5-like Protein 
TC001172,4,1,0,6,4,3,UDP-N-acetylglucosamine transferase subunit ALG13 homolog-like Protein 
TC000379,6233,6015,6328,7324,7226,7293,Transmembrane emp24 domain-containing protein eca-like Protein 
TC001173,4655,4914,5006,5450,5413,5522,Mediator of RNA polymerase II transcription subunit 28-like Protein 
TC032200,656,697,622,750,615,699,None
TC000378,2552,2577,2767,2846,2656,2667,Cytosol aminopeptidase-like Protein 
TC000377,3007,3157,3313,2949,3313,3110,E3 ubiquitin-protein ligase RFWD2-like Protein 
TC000376,641,628,616,632,590,583,None
TC001174,549,585,592,520,516,475,ERI1 exoribonuclease 2-like Protein 
TC000375,4121,4287,4292,4106,4046,4338,Pre-mRNA-splicing factor Slu7-like Protein 
TC001175,277,253,279,182,222,221,Cytosol aminopeptidase-like Protein 
TC001176,53,61,62,36,88,106,None
TC000374,41,72,44,45,49,33,Glutamate receptor 1-like Protein 
TC000373,6114,6453,6146,6474,5864,6738,"Protein PTCD3 homolog, mitochondrial-like Protein "
TC000372,2357,2271,2469,2399,2228,2375,Transcriptional adapter 1-like Protein 
TC000371,282,285,305,300,231,275,F-box only protein 6-like Protein 
TC001177,1,1,2,3,7,3,Larval/pupal cuticle protein H1C-like Protein 
TC000370,0,0,0,0,0,0,None
TC000369,1,5,2,2,0,0,None
TC000368,62,71,80,72,67,96,Prominin-1-like Protein 
TC001179,755,732,691,849,852,800,D-aspartate oxidase-like Protein 
TC032201,16,11,9,20,22,13,None
TC001182,0,1,0,1,1,1,Protein takeout-like Protein 
TC001183,1,5,4,0,2,1,Protein takeout-like Protein 
TC032202,16,26,22,25,23,23,Glutamate receptor 1-like Protein 
TC032203,502,566,521,844,790,965,Glutamate receptor 1-like Protein 
TC001184,0,0,0,0,0,0,None
TC032204,73,75,69,114,121,162,Glutamate receptor 1-like Protein 
TC032205,35,38,52,65,69,67,None
TC001186,11348,12086,12012,15372,13867,12625,Protein notum homolog-like Protein 
TC032206,26,14,11,23,22,24,PI-PLC X domain-containing protein 1-like Protein 
TC032207,740,534,627,519,658,688,PI-PLC X domain-containing protein 1-like Protein 
TC000366,8760,9493,9710,9525,8409,8278,None
TC000365,5480,5237,5555,6897,6292,6706,"Acetyl-CoA acetyltransferase, mitochondrial-like Protein "
TC001189,3922,3654,3945,3902,3927,3879,Apoptosis 2 inhibitor-like Protein 
TC001188,0,0,0,0,0,0,None
TC001190,8,19,16,11,10,15,None
TC001192,22978,23981,23041,24352,23035,22829,Apoptosis 2 inhibitor-like Protein 
TC001191,384,457,401,419,488,393,None
TC001193,3530,3276,3368,3104,2857,2936,Protein inturned-like Protein 
TC001194,1627,1719,1622,1785,1680,1767,Adenylyltransferase and sulfurtransferase MOCS3 
TC001195,1487,1556,1206,1465,2182,2143,Epoxide hydrolase 4-like Protein 
TC000364,190,185,223,191,246,162,None
ENSRNA022735436,0,0,0,0,0,0,tRNA-Leu for anticodon AAG
TC000361,3417,3462,3771,4671,4188,3689,Optix protein 
TC001196,1,0,3,0,1,2,None
TC000360,624,611,508,366,446,335,Chondroadherin-like Protein 
TC000359,5048,5187,5319,6257,6053,6569,Putative prefoldin subunit 2-like Protein 
TC001197,5832,5830,6048,6203,6405,6346,Vang-like protein 
TC001198,0,0,0,1,1,1,None
TC001199,21,3,8,4,19,24,ATP-sensitive inward rectifier potassium channel 12-like Protein 
TC000358,2921,3233,2861,2445,2799,3311,Rootletin-like Protein 
TC000357,3771,3010,3051,4178,6069,4334,None
TC001200,2389,2417,2439,2198,2005,2146,TELO2-interacting protein 1 homolog-like Protein 
TC000356,5781,6209,6260,6528,6857,6389,None
TC001201,3837,3967,4220,4589,4030,4284,ER membrane protein complex subunit 2-like Protein 
TC000355,4217,3886,4135,4720,4697,4971,"NADH dehydrogenase (Ubiquinone) 1 alpha subcomplex, 13 "
TC001202,6045,6498,6253,7134,6308,6731,None
TC001203,0,0,0,1,0,0,None
TC000354,1,5,11,6,7,1,None
TC032209,16796,18256,19082,18331,18334,16319,Protein groucho-like Protein 
TC000353,54,57,51,48,68,56,None
TC001207,31254,32334,33570,35757,37407,34515,RNA-binding protein MEX3B-like Protein 
TC000352,0,0,0,0,0,0,None
TC034563,0,0,1,5,1,2,None
TC032210,0,1,1,1,0,0,None
TC000351,1,1,2,0,3,3,None
TC001209,6191,5621,5885,6438,6061,5681,"Fructose-1,6-bisphosphatase 1-like Protein "
TC000350,1017,1088,999,1147,985,1165,None
TC001210,4713,4764,4882,5564,5201,5837,Coatomer subunit epsilon-like Protein 
TC032211,2,3,1,3,5,1,None
TC000349,9,7,14,12,21,25,None
TC000348,0,0,0,0,0,0,None
TC001212,0,1,1,4,3,1,None
TC032212,624,746,734,609,528,464,None
TC000345,10,12,3,5,1,5,None
TC001214,1136,1173,1252,1469,1367,1451,Metaxin-1 homolog-like Protein 
TC001216,1,0,0,0,1,1,None
TC000344,1,1,0,0,1,2,None
TC032213,150,140,147,130,135,138,None
TC032214,20268,20992,21246,19339,17551,16362,Semaphorin-2A-like Protein 
TC000343,1,0,0,2,1,3,None
TC000342,21,30,30,14,20,11,None
TC000341,20,31,25,22,19,14,None
TC001218,17,21,30,18,18,22,None
TC000340,2,2,2,2,2,2,None
TC001220,3583,3904,3764,4753,4236,4837,WD repeat domain phosphoinositide-interacting protein 4-like Protein 
TC000338,89,107,97,119,106,108,Small integral membrane protein 20-like Protein 
TC001221,1022,802,886,1340,1930,1087,None
TC032215,86,115,85,91,130,148,"Phospholipase B1, membrane-associated-like Protein "
TC001222,4,7,7,4,12,19,Calcitonin gene-related peptide type 1 receptor-like Protein 
TC001223,9,9,16,11,18,5,None
TC032216,79578,78932,85025,93635,89972,91310,Ribosome biogenesis protein NSA2 homolog-like Protein 
TC000335,4669,5168,4842,5016,3902,4814,GRAM domain-containing protein 1B-like Protein 
TC001226,25303,26093,26087,23068,23290,23721,None
TC000334,10696,11168,9610,11546,12395,12111,Potassium channel subfamily K member 1-like Protein 
TC000333,70,70,62,71,96,94,Mitochondrial import inner membrane translocase subunit Tim16-like Protein 
TC032217,16,14,15,12,8,9,None
TC001227,91,106,109,91,122,135,None
TC001228,4920,5384,5571,7470,7063,6962,Monocarboxylate transporter 10-like Protein 
